bookName,author,publish,publishTime,price,ISBN,comments,paperType,package,isSuit,category
Python自然语言处理,Steven Bird,人民邮电出版社,2014年07月,70.30,9787115333681,4669,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python算法详解,张玲玲,人民邮电出版社,2019年06月,47.60,9787115503381,39,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
精通Python爬虫框架Scrapy,[美]迪米特里奥斯 考奇斯-劳卡斯（Dimitrios Kouzis-Loukas）,人民邮电出版社,2018年02月,40.70,9787115474209,5405,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数据科学手册,[美]杰克·万托布拉斯（Jake VanderPlas）,人民邮电出版社,2018年02月,86.10,9787115475893,2014,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python核心编程（第二版）(Python领域经典作品、非常有名的开发指南),[美]Wesley J.Chun,人民邮电出版社,2008年06月,61.40,9787115178503,14651,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 3爬虫、数据清洗与可视化实战,零一、韩要宾、黄园园,电子工业出版社,2018年04月,38.70,9787121333590,1320,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 黑帽子：黑客与渗透测试编程之道,Justin Seitz（贾斯汀·塞茨） 著，孙松柏 李聪 润秋 译,电子工业出版社,2015年08月,43.40,9787121266836,3749,胶版纸,平装-胶订,否,图书>计算机/网络>信息安全
Python程序设计与科学计算,尹永学 黄海涛,人民邮电出版社,2019年08月,38.70,9787115510945,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数据可视化之matplotlib精进,刘大成,电子工业出版社,2019年04月,47.40,9787121362187,115,胶版纸,平装-胶订,否,图书>计算机/网络>数据库>数据仓库与数据挖掘
Python量化交易,张杨飞,电子工业出版社,2019年05月,68.30,9787121361401,77,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数据处理,[美] 杰奎琳·凯泽尔（Jacqueline Kazil）凯瑟琳?贾缪尔（Katharine Jarmul）,人民邮电出版社,2017年06月,77.90,9787115459190,1107,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
大话Python机器学习,张居营,水利水电出版社,2019年06月,61.90,9787517074342,101,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
深入理解Python特性,[德]达恩·巴德尔（Dan Bader）,人民邮电出版社,2019年06月,38.60,9787115511546,65,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
青少年学Python,[希]阿里斯提德·波拉斯（Aristides S. Bouras ）  卢卡雅·,人民邮电出版社,2018年07月,54.50,9787115483577,555,胶版纸,平装,否,图书>计算机/网络>程序设计>Python
Python数据分析与应用,黄红梅 张良均,人民邮电出版社,2018年04月,34.00,9787115373045,539,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python经典实例,[美]史蒂文·F.洛特,人民邮电出版社,2019年03月,109.50,9787115507174,76,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python生物信息学数据管理,（意）Allegra Via （阿莱格拉 维亚） 等著，卢宏超　等译,电子工业出版社,2017年01月,47.30,9787121303821,523,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
码农翻身（好玩有趣的编程知识）,刘欣（@码农翻身）,电子工业出版社,2018年05月,54.50,9787121341175,16547,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
Python和Pygame游戏开发指南,[美] Al Sweigart 斯维加特,人民邮电出版社,2015年12月,40.40,9787115407351,390,胶版纸,平装,,图书>计算机/网络>图形图像多媒体>游戏开发/多媒体/课件设计
Python+Spark 2.0+Hadoop机器学习与大数据实战,林大贵,清华大学出版社,2018年01月,68.00,9787302490739,954,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 3.7编程快速入门,潘中强  薛?D,清华大学出版社,2019年01月,40.40,9787302517993,96,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python自动化运维：技术与最佳实践,刘天斯　著,机械工业出版社,2014年11月,47.30,9787111483069,2608,胶版纸,平装,否,图书>计算机/网络>程序设计>Python
Python编程从入门到实战的16堂课（第2版）,何敏煌,清华大学出版社,2019年06月,62.40,9787302529439,3,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
从零开始学Python数据分析与挖掘,刘顺祥,清华大学出版社,2018年09月,54.30,9787302509875,355,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
精通Python网络爬虫：核心技术、框架与项目实战,韦玮,机械工业出版社,2017年04月,54.50,9787111562085,1407,胶版纸,平装-胶订,否,图书>计算机/网络>网络与数据通信>网络配置与管理
数据结构 Python语言描述,[美] Kenneth A. Lambert 兰伯特,人民邮电出版社,2017年12月,47.60,9787115464613,4178,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 3.6从入门到精通（视频教学版）,王英英,清华大学出版社,2018年10月,86.50,9787302511748,26,,平装,,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
零起点Python大数据与量化交易,何海群　著,电子工业出版社,2017年01月,68.30,9787121306594,2013,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python贝叶斯分析,[阿根廷] Osvaldo Martin（奥斯瓦尔多·马丁）,人民邮电出版社,2018年02月,47.30,9787115476173,712,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python快速编程入门,黑马程序员,人民邮电出版社,2017年08月,38.10,9787115458360,371,胶版纸,平装-胶订,否,图书>教材>高职高专教材>计算机
Python微控制器编程从零开始 使用MicroPython,[美]唐纳德·诺里斯（Donald Norris） 著 别志松 李杨 译,清华大学出版社,2018年08月,34.20,9787302506492,198,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python语言及其应用,[美] 卢布诺维克（Bill Lubanovic）　著，丁嘉瑞，梁杰，禹常隆　译,人民邮电出版社,2016年01月,62.10,9787115407092,862,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python可以这样学,董付国,清华大学出版社,2017年02月,54.50,9787302456469,737,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计——从基础开发到数据分析（微课版）,夏敏捷、程传鹏、韩新超、宋宝卫,清华大学出版社,2019年05月,69.00,9787302515326,3,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
Python核心编程 第3版 英文版,[美] 卫斯理 春（Wesley Chun）,人民邮电出版社,2016年03月,68.00,9787115413529,499,胶版纸,平装,否,图书>计算机/网络>程序设计>Python
Python编程基础,张健 张良均,人民邮电出版社,2018年03月,26.90,9787115474490,162,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python高级数据分析：机器学习、深度学习和NLP实例,[印] 萨扬·穆霍帕迪亚（Sayan Mukhopadhyay）,机械工业出版社,2019年02月,40.40,9787111617020,123,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python树莓派编程,沃尔弗拉姆 多纳特（Wolfram Donat）,机械工业出版社,2016年11月,38.40,9787111550303,473,胶版纸,平装,否,图书>计算机/网络>程序设计>Python
Python大规模机器学习,[荷]巴斯蒂安·贾丁（Bastiaan Sjardin） 等,机械工业出版社,2019年05月,61.10,9787111623144,28,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
人工智能基础教程：Python篇（青少版）,丁亮、姜春茂、于振中,清华大学出版社,2019年02月,34.30,9787302516491,256,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
自己动手写Python虚拟机,海纳,北京航空航天大学出版社,2019年06月,54.50,9787512429758,11,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python机器学习算法,赵志勇 著,电子工业出版社,2017年06月,47.30,9787121313196,878,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>算法
Python强化学习实战：应用OpenAI Gym和TensorFlow精通强化学习和深度强化学习,Sudharsan Ravichandiran 著,机械工业出版社,2018年12月,47.30,9787111612889,157,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 第2版,[英]哈利·帕西瓦尔（Harry J. W. Percival）,人民邮电出版社,2018年07月,93.70,9787115485571,213,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python基础案例教程,强彦,西安电子科技大学出版社,2019年06月,26.80,9787560653884,0,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
Python金融数据分析,［新加坡］马伟明,机械工业出版社,2017年03月,47.60,9787111589983,268,胶版纸,平装-胶订,否,图书>计算机/网络>数据库>数据库理论
Python与神经网络实战,何宇健,电子工业出版社,2018年07月,54.20,9787121342387,227,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python设计模式,[美] 韦塞尔. 巴登霍斯特(Wessel Badenhorst)著 蒲成 译,清华大学出版社,2018年11月,67.50,9787302516453,105,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python网络爬虫实战,吕云翔 张扬,清华大学出版社,2019年04月,63.00,9787302515920,29,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数据挖掘入门与实践,[澳] Robert Layton,人民邮电出版社,2016年07月,46.30,9787115427106,879,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python物理学高效计算,[美]安东尼·斯科普斯（Anthony Scopatz） 凯瑟琳·赫夫（Kath,人民邮电出版社,2018年02月,68.00,9787115470782,224,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 3.5从零开始学,刘宇宙,清华大学出版社,2017年08月,40.40,9787302475965,2757,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 3.0科学计算指南,[瑞典]克劳斯·福勒（Claus Führer）简· 埃里克·索利姆（Jan E,人民邮电出版社,2018年07月,47.30,9787115481146,144,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数字信号处理应用,[美]艾伦·唐尼（Allen B.Downey）,人民邮电出版社,2018年02月,30.70,9787115469526,383,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 深度学习实战：75个有关神经网络建模、强化学习与迁移学习的解决方案,英德拉.丹.巴克 著，程国建 译,机械工业出版社,2018年06月,54.20,9787111598725,361,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python地理数据处理,[美]Chris Garrard 加勒德,人民邮电出版社,2017年05月,54.20,9787115456663,551,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python爬虫开发与项目实战,范传辉,机械工业出版社,2017年06月,54.20,9787111563877,1688,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python应用编程丛书：Python实战编程：从零学Python,[中国]黑马程序员,中国铁道出版社,2018年08月,78.90,9787113240073,33,胶版纸,平装-胶订,否,图书>教材>职业技术培训教材>计算机培训图书>计算机/网络>程序设计>Python
Python数据分析基础教程：NumPy学习指南(第2版),(印尼)伊德里斯,人民邮电出版社,2014年01月,38.40,9787115339409,851,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计案例教程——从入门到机器学习（微课版）,张思民,清华大学出版社,2018年09月,47.60,9787302510147,95,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
跟老齐学Python：数据分析,齐伟,电子工业出版社,2018年06月,62.00,9787121340031,363,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计（第2版）,董付国,清华大学出版社,2016年06月,49.00,9787302436515,403,胶版纸,平装,否,图书>教材>研究生/本科/专科教材>工学
Python机器学习与量化投资,何海群,电子工业出版社,2018年12月,54.20,9787121352102,43,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python 3学习笔记（上卷）,雨痕,电子工业出版社,2018年01月,61.30,9787121332746,1664,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
【预订】Practical Programming: An Introduction to Computer Science Using Python 3,"Gries, Paul,Campbell, Jennifer,Montojo, Jason",---,2013年10月,441.38,9781937785451,0,,,,图书>英文原版书>计算机Computers&Internet
"【预订】Credit-Risk Modelling: Theoretical Foundations, Diagnostic Tools, Practical Examples, and Numerical Recipes in Python","Bolder, David Jamieson",Springer,---,1037.18,9783030069001,0,,,,图书>英文原版书>经管类Business>BusinessFinancing
【预订】Teach Your Kids to Code: A Parent-Friendly Guide to Python Programming,"Payne, Bryson",No Starch Press,---,239.97,9781593276140,0,,,,图书>童书>进口儿童书>Stories图画故事书
【预订】Programming the Raspberry Pi: Getting Started with Python,"Monk, Simon",---,---,123.66,9781259587405,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Getting Started with Beaglebone: Linux-Powered Electronic Projects with Python and JavaScript,"Richardson, Matt",O'Reilly Media,---,121.26,9781449345372,0,,,,图书>英文原版书>科学与技术Science&Techology
【预订】A Primer on Process Mining: Practical Skills with Python and Graphviz,"Ferreira, Diogo R.",Springer,---,907.50,9783319564265,0,,,,图书>英文原版书>经管类Business>BusinessFinancing
【预订】Introduction to Computation and Programming Using Python: With Application to Understanding Data,"Guttag, John V.",Mit Press,---,651.03,9780262529624,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】The Definitive Guide to Jython: Python for the Java Platform,"Juneau, Josh,Baker, Jim,Wierzbicki, Frank",Apress,---,782.34,9781430225270,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Bioinformatics Programming Using Python,"Model, Mitchell L.",O'Reilly Media,---,692.30,9780596154509,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Making Music with Computers: Creative Programming in Python,"Manaris, Bill,Brown, Andrew R.",CRC Press,---,945.78,9781439867914,0,,,,图书>英文原版书>学习考试>Education教育与考试
"【预订】Code This Game!  Make Your Game Using Python, Then Break Your Game to Create a New One!","Ray, Meg|Zoo, Keith","Holtzbrinck Publishers, LLC",---,213.71,9781250306692,0,,,,图书>童书>进口儿童书>Stories图画故事书图书>童书>7-10岁>少儿英语图书>童书>3-6岁>少儿英语
"【预订】Scientific Database and Programming Examples Using PHP, MySQL, XML, MATLAB, Python, Perl: Using PHP, MySQL, XML, MATLAB, Python, Perl","Cheung, K. y.",Xlibris Corporation,---,393.35,9781465364449,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】An Introduction to Sfc Models Using Python,"Romanchuk, Brian",Bondeconomics,---,132.51,9780994748096,0,,,,图书>英文原版书>经管类Business>BusinessFinancing
【预订】Programming the Intel Edison: Getting Started with Processing and Python,"Norris, Donald",---,2015年10月,182.79,9781259588334,0,,,,图书>英文原版书>科学与技术Science&Techology
"【预订】Derivatives Analytics with Python  Data Analysis, Models, Simulation, Calibration and Hedging","Hilpisch, Yves",Wiley,2015年08月,771.39,9781119037996,0,,,否,图书>英文原版书>其他原版书>现代小说
【预订】Programming Computer Vision with Python: Tools and Algorithms for Analyzing Images,"Solem, Jan Erik",O'Reilly Media,---,458.18,9781449316549,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Hello Raspberry Pi!: Python Programming for Kids and Other Beginners,"Heitz, Ryan",Manning Publications,---,194.64,9781617292453,0,,,,图书>童书>进口儿童书>Stories图画故事书图书>童书>7-10岁>少儿英语图书>童书>3-6岁>少儿英语
机器学习实战【python基础教程指南，python核心编程实例指导，对wxpython数据库充分的讲解，不可错过的编程实践宝典！利用Python透析主流机器学习算法，配合日常用例，强劲实战导向，程序,[美]哈林顿,人民邮电出版社,2013年06月,54.50,9787115317957,21337,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>算法
【预订】Large Scale Machine Learning with Python Complete Self-Assessment Guide,"Blokdyk, Gerardus",5starcooks,---,1024.41,9781489139740,0,,,,图书>英文原版书>经管类Business>BusinessFinancing
【预订】Programming for Computations: Python: A Gentle Introduction to Numerical Simulations with Python,"Linge, Svein,Langtangen, Hans Petter",Springer,---,782.34,9783319324272,0,,,,图书>英文原版书>计算机Computers&Internet
"【预订】Scientific Database and Programming Examples Using PHP, MySQL, XML, MATLAB, Python, Perl: Using PHP, MySQL, XML, MATLAB, Python, Perl","Cheung, K. y.",Xlibris Corporation,---,218.66,9781465364432,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Real World Instrumentation with Python: Automated Data Acquisition and Control Systems,"Hughes, J. M.",O'Reilly Media,---,424.11,9780596809560,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Rapid Web Applications with TurboGears: Using Python to Create Ajax-Powered Sites,"Ramm, Mark,Dangoor, Kevin,Sayfan, Gigi",Prentice Hall,---,436.58,9780132433884,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】How to Code 2.0: Pushing Your Skills Further with Python: Learn How to Code with Python in 10 Easy Lessons,"Tweedale, Elizabeth",Walter Foster Jr,---,146.78,9781633222847,0,,,,图书>童书>进口儿童书>Stories图画故事书图书>童书>7-10岁>少儿英语图书>童书>3-6岁>少儿英语
【预订】Data Science and Complex Networks: Real Case Studies with Python,"Caldarelli, Guido,Chessa, Alessandro",Oxford University Press,2016年09月,891.60,9780199639601,0,,,否,图书>英文原版书>科学与技术Science&Techology
零基础学编程：树莓派和Python,金学林,电子工业出版社,2018年06月,33.50,9787121343445,148,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
编程导论——以Python为舟,沙行勉,清华大学出版社,2018年09月,69.80,9787302505976,61,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
Python基础实例教程（普通高等教育“十三五”规划教材（计算机专业群））,秦颖,水利水电出版社,2019年03月,28.20,9787517074434,12,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
二级Python编程指南,娄岩、张志常、曹鹏,清华大学出版社,2019年03月,45.00,9787302526285,0,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
Python数据抓取技术与实战,潘庆和　编著,电子工业出版社,2016年08月,32.90,9787121298844,164,胶版纸,平装,否,图书>计算机/网络>程序设计>Python
计算机二级python 2019年9月 计算机python上机题库 二级python2019 全国计算机等级考试 黄金搭档计算机二级2019 python 二级python,未来教育教学与研究中心,新华出版社,2019年07月,33.00,9787516647516,0,胶版纸,平装-胶订,否,图书>考试>公务员考试>国家公务员考试
人工智能：Python实现（影印版）,普拉提克`乔希,东南大学出版社,2017年10月,60.70,9787564173586,207,胶版纸,平装-胶订,否,图书>计算机/网络>人工智能>机器学习
Python数据处理+Python数据分析基础 2本套装 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 Python数据技术书籍,无,无,2017年06月,168.00,9787115463357,0,纯质纸,平装-胶订,是,图书>计算机/网络>程序设计>其他
2019年9月 全国计算机等级考试二级Python 电脑软件+手机软件 考试真题,未来教育,---,2019年05月,28.00,9787564748470,30,胶版纸,平装-胶订,否,图书>网络课程>考试>计算机考试
Python开发向导（云计算工程师系列）,肖睿 著,水利水电出版社,2017年07月,32.70,9787517054030,42,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计入门到实战,何敏煌,清华大学出版社,2017年01月,47.30,9787302455967,179,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
电子数据取证与Python方法,（美） Chet Hosmer （切特 霍斯默）　著，张俊　译,电子工业出版社,2017年09月,56.50,9787121321313,78,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>文法类
Python3程序设计基础,"刘德山,",科学出版社,2019年01月,33.50,9787030590718,8,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
R用户Python学习指南：数据科学方法,[印度] A.奥利（A.Ohri） 著,机械工业出版社,2018年12月,47.30,9787111611950,15,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
神经网络与深度学习——基于TensorFlow框架和Python技术实现,包子阳,电子工业出版社,2019年04月,34.20,9787121362019,62,胶版纸,平装-胶订,否,图书>计算机/网络>人工智能>深度学习与神经网络
Python Qt GUI快速编程+Python高级编程 编程语言应用函数应用方法技巧书 计算机教材,马克.萨默菲尔德,电子工业出版社,2016年09月,128.80,9787121298066,1,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
Python语言程序设计,王恺 王志 李涛 朱洪文,机械工业出版社,2019年02月,40.60,9787111620129,12,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,[美] 托马兹·卓巴斯（Tomasz Drabas） 丹尼·李（Denny Lee）,机械工业出版社,2017年11月,33.50,9787111582380,502,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
正版 Python 3网络爬虫开发实战+Python编程(全2册) 从入门到实践 网络爬虫热门编程语,无,人民邮电出版社,2018年04月,134.20,9787115480347,23,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>其他
Python语言程序设计,[中国]周鸣争;戴平;万家山,中国铁道出版社,2019年03月,24.90,9787113254131,1,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
Python机器学习经典实例 人工智能 机器人 无人驾驶,普拉提克·乔西,人民邮电出版社,2017年08月,46.02,9787115465276,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
Python程序设计,---,南开大学出版社,---,33.80,9787310056118,4,,,,图书>计算机/网络>程序设计>Python
Python程序设计教程,杨年华、柳青、郑戟明,清华大学出版社,2017年10月,39.50,9787302477228,97,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
Python语言程序设计基础,"刘晓勇,付辉",中国铁道出版社,2019年03月,24.90,9787113251666,2,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
Python编程入门与案例详解,曾刚,清华大学出版社,2018年06月,49.00,9787302499701,14,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>其他
轻松掌握BBC micro:bit上Python编程（全彩）,（英）Jim Gatenby（吉姆·盖滕比）,电子工业出版社,2019年05月,47.60,9787121364167,8,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数据科学导论,[美]戴维·谢伦（Davy Cielen），亚诺 D.B. 梅斯曼（Arno D.B. Meysman）,机械工业出版社,2017年08月,40.40,9787111578260,95,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python数据分析 *二2版 Python 数据科学教程书 数据分析 Python机器学习 时间序,阿曼多·凡丹戈,人民邮电出版社,2018年06月,53.82,9787115481177,21,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
Keras深度学习实战,"[意大利]安东尼奥·古利(Antonio Gulli), [印度]苏伊特·帕尔(",人民邮电出版社,2018年07月,40.40,9787115482228,899,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
Python程序设计教程,邱仲潘、刘燕文、王水德,清华大学出版社,2016年11月,39.50,9787302450986,17,胶版纸,平装,否,图书>教材>研究生/本科/专科教材>工学
Selenium自动化测试 基于 Python 语言,[印度]冈迪察.U（Unmesh Gundecha ）,人民邮电出版社,2018年01月,33.50,9787115461742,892,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计案例课堂,刘春茂、裴雨龙、展娜娜,清华大学出版社,2017年10月,47.50,9787302483922,159,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计与应用（应用型高等院校改革创新示范教材）,张广渊,水利水电出版社,2019年04月,37.00,9787517074809,1,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
Python 程序设计,祁瑞华 郑旭红,清华大学出版社,2018年03月,39.00,9787302498087,20,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
从问题到程序 用Python学编程和计算,裘宗燕,机械工业出版社,2017年06月,54.80,9787111564454,97,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
Spark数据分析:基于Python语言,[澳]杰夫瑞·艾文（Jeffrey Aven）,机械工业出版社,2019年04月,55.20,9787111622727,93,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
Python计算机视觉编程 Jan Erik Solem,Jan Erik Solem,人民邮电出版社,2014年07月,50.40,9787115352323,11,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
Keras快速上手：基于Python的深度学习实战,谢梁,电子工业出版社,2017年08月,54.20,9787121318726,1023,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python漫游指南（影印版）[The Hitchhiker's Guide to Python],Kenneth Reit,东南大学出版社,2017年09月,69.20,9787564173746,36,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Python
Python程序设计教程（普通高等教育新工科人才培养规划教材（大数据专业））,"李治国,武春岭 编",水利水电出版社,2018年09月,33.10,9787517065883,5,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Python
【预订】Python: Parts A & B [With CDROM],"Deitel, Harvey M.,Deitel, Paul J.,Liperi, Jonathan P.",Pearson,---,2780.15,9780130923615,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Python Version 2.7 Introduction Using Idle  For Linux-debian and Microsoft Windows,"Norbom, Herb",Createspace Independent Pub,2013年07月,78.05,9781491250297,0,,,,图书>英文原版书>计算机Computers&Internet
正版 【组套2本】Python编程无师自通+深度学习入门-基于Python的理论与实现 算机与互联网,[美] 科里?奥尔索夫（Cory Althoff）,人民邮电出版社,2019年01月,90.40,9787115497109,4,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>其他
【预订】Python for Software Design: How to Think Like a Computer Scientist,"Downey, Allen B.",Cambridge University Press,---,758.48,9780521725965,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Python Programming for the Absolute Beginner,"Dawson, Michael",Course Technology,---,269.84,9781435455009,0,,,,图书>英文原版书>计算机Computers&Internet
机器学习-Python实践+Python数据分析入门-从数据获取到可视化+深度学习-基于Keras的Python实践 人工智能书籍 算法 基础教程,编者,电子工业出版社,2018年01月,168.00,9787121331107,1,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
编程的乐趣 用Python解算法谜题 趣学算法教程 算法导论编程思想书籍 算法入门 谜题书,斯里尼·德瓦达斯,人民邮电出版社,2019年06月,46.02,9787115509437,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>其他
【预订】Python Algorithms: Mastering Basic Algorithms in the Python Language,"Hetland, Magnus Lie",Apress,---,651.93,9781430232377,0,,,,图书>英文原版书>计算机Computers&Internet
Python编程与应用实践,---,四川大学出版社,---,46.60,9787569028355,0,,,,图书>计算机/网络>程序设计>Python
Spark数据分析:基于Python语言(英文版）,[澳]杰夫瑞·艾文（Jeffrey Aven）,机械工业出版社,2019年03月,67.10,9787111620037,9,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
【预订】Python for Kids: Easy Guide to Start Programming for Kids and Their Parents!,"N, Dan",Createspace Independent Publishing Platform,---,140.78,9781542589451,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Python Machine Learning Case Studies: Five Case Studies for the Data Scientist,"Haroon, Danish",Apress,---,586.80,9781484228227,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Python For Dummies,"Maruch, Stef|Maruch, Aahz",Wiley,2006年09月,249.12,9780471778646,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Python Algorithms: Mastering Basic Algorithms in the Python Language,"Hetland, Magnus Lie",Apress,---,717.21,9781484200568,0,,,,图书>英文原版书>计算机Computers&Internet
【预订】Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming,"Cannon, Jason",Createspace Independent Publishing Platform,---,273.44,9781501000867,0,,,,图书>英文原版书>计算机Computers&Internet
