bookName,author,publish,publishTime,price,ISBN,comments,paperType,package,isSuit,category
【二手9成新】Python地理空间分析指南(第2版)Joel Lawhead,---,---,---,68.00,---,---,---,---,---,图书>二手书>自然科学二手书
"【二手9成新】Python标准库荷尔曼,刘炽 机械工业出版社",---,---,---,245.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python从小白到大牛关东升清华大学出版社,---,---,---,87.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python宝典杨佩璐//宋强电子工业出版社,---,---,---,240.00,---,---,---,---,---,图书>二手书>自然科学二手书
【旧书9成新】物联网Python开发实战安翔9787121337512电子工业出,---,---,---,71.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python入门经典:以解决计算问题为导向的Python编程,---,---,---,146.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python可以这样学董付国清华大学出版社,---,---,---,70.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】玩转Python网络爬虫黄永祥清华大学出版社,---,---,---,70.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python物理学高效计算安东尼斯科普斯(Anthon,---,---,---,75.00,---,---,---,---,---,图书>二手书>自然科学二手书
"【二手9成新】Python网络编程基础 高森（John Goerzen）,莫",---,---,---,145.00,---,---,---,---,---,图书>二手书>自然科学二手书
【旧书9成新】零起点Python大数据与量化交易何海群9787121306594,---,---,---,73.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python核心编程(第二版)(Python领域经典作品、有名,---,---,---,58.80,---,---,---,---,---,图书>二手书>自然科学二手书
【旧书9成新】Python爬虫开发 从入门到实战谢乾坤9787115490995,---,---,---,53.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python程序设计开发宝典 /董付国 清华大学出版,---,---,---,37.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python密码学编程 /[美]Al Sweigart（斯维加特,---,---,---,37.00,---,---,---,---,---,图书>二手书>自然科学二手书
"【二手9成新】Python技术参考大全布朗,康博公司清华大学出版",---,---,---,169.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python编程 第2版Micha Jaworski 贾沃斯基,---,---,---,26.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python开发实战BePROUD股份有限公司9787115320896,---,---,---,26.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python高性能编程 Micha Gorelick 戈雷利克 Ia,---,---,---,132.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python数据可视化(印)科斯拉曼(Kirthi Raman)机,---,---,---,118.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手旧书9成新】Python程序员指南_杨昆，汪兴东编著,---,---,---,180.00,---,---,---,---,---,图书>二手书>文学二手书
【二手旧书9成新】Python科学计算(第2版) /张若愚 清华大学出版?,---,---,---,69.00,---,---,---,---,---,图书>二手书>自然科学二手书
金融数量分析—基于Python编程 郑志勇 怀伟城 王玮珩 北京航空航天大学出版社 9787512427235,"郑志勇,怀伟城,王玮珩",北京航空航天大学出版社,2018年06月,57.50,9787512427235,0,胶版纸,平装-胶订,否,图书>计算机/网络>企业软件开发与实施
【二手9成新】Python程序设计戴维I.施耐德机械工业出版社,---,---,---,116.00,---,---,---,---,---,图书>二手书>自然科学二手书
【二手9成新】Python开发技术详解周伟机械工业出版社,---,---,---,158.00,---,---,---,---,---,图书>二手书>自然科学二手书
跟老齐学Python：轻松入门 9787121306624 齐伟著 电子工业出版社,齐伟著,电子工业出版社,2017年03月,59.00,9787121306624,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
深入浅出Python机器学习 9787302503231 段小手 清华大学出版社,段小手,清华大学出版社,2018年07月,69.00,9787302503231,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
物联网Python开发实战 9787121337512 安翔 电子工业出版社,安翔,电子工业出版社,2018年03月,69.00,9787121337512,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
"树莓派Python编程入门与实战(第2版) 9787115426703 [美] Richard Blum 勃鲁姆, Christine Bresnaha 人民邮电出版社","[美] Richard Blum 勃鲁姆, Christine Bresnaha",人民邮电出版社,2016年07月,69.00,9787115426703,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
跟老齐学Python：Django实战 9787121325724 齐伟著 电子工业出版社,齐伟著,电子工业出版社,2017年10月,69.00,9787121325724,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
青少年学Python 9787115483577 [希]阿里斯提德·波拉斯(Aristides S. Bouras )  卢卡 人民邮电出版社,[希]阿里斯提德·波拉斯(Aristides S. Bouras )  卢卡,人民邮电出版社,2018年07月,79.00,9787115483577,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
跟老齐学Python：数据分析 9787121340031 齐伟 电子工业出版社,齐伟,电子工业出版社,2018年06月,79.00,9787121340031,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
虫术——Python绝技 9787121344565 梁睿坤 电子工业出版社,梁睿坤,电子工业出版社,2018年07月,99.00,9787121344565,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
零起点Python足彩大数据与机器学习实盘分析 9787121310744 何海群 电子工业出版社,何海群,电子工业出版社,2017年04月,99.00,9787121310744,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
流畅的Python 9787115454157 [巴西]卢西亚诺·拉马略(Luciano Ramalho) 人民邮电出版社,[巴西]卢西亚诺·拉马略(Luciano Ramalho),人民邮电出版社,2017年04月,139.00,9787115454157,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
零起点Python大数据与量化交易 9787121306594 何海群 电子工业出版社,何海群,电子工业出版社,2017年01月,99.00,9787121306594,0,胶版纸,平装-胶订,否,图书>计算机/网络>计算机理论
3册 用Python写网络爬虫第2版+精通Python爬虫框架Scrapy+Python3网络爬虫开发实战 Python编程序设计基础教程 网络数据爬取分析,马靖善 秦玉平 主 编 冯佳昕 刘福德 副主编 王秀坤 主 审,清华大学出版社,2019年02月,186.50,9787302488668,0,纯质纸,平装-胶订,否,图书>文学>名家作品
零起点 Python 机器学习快速入门/python语言编程书籍/python机器学习入门教程/机器学习算法/Python数据挖掘技术+数据结构 Python语言描述,何海群,电子工业出版社,2017年05月,122.00,9787121311413,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>PHP
【中商原版】科学家的Python语言 英文原版 Python for Scientists John M. Stewart,John M. Stewart,Cambridge University Press,2017年07月,402.00,9781316641231,0,轻型纸,平装-胶订,否,图书>英文原版书>计算机Computers&Internet
全2册Python学习手册程序设计基础教程+人工智能书籍 python编程从入门到实践人工智能Agent互联网程序设计,无,人民邮电,2019年01月,220.00,9787115350541,0,纯质纸,平装-胶订,否,图书>文学>纪实文学
青少年学Python+Python 3.0科学计算指南,阿里斯提德·波拉斯等,人民邮电出版社,2018年07月,125.50,9787115483577,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Python
达人迷Python趣味编程10例+青少年学Python,Brendan Scott,人民邮电出版社,2018年06月,139.90,9787115476807,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Python
零压力学Python+Python深度学习,布莱恩·奥弗兰德,人民邮电出版社,2018年06月,122.90,9787115483140,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Python
零起点Python足彩大数据与机器学习实盘分析+Python机器学习实践:测试驱动的开发方法 Python程序设计书 软件工具编写,何海群,电子工业出版社,2017年05月,139.90,9787121310744,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Python
高教版Python语言程序设计冲刺试卷(含线上题库)-(第2版)( 货号:704050807),黄天羽,高等教育出版社（蓝色畅想）,2019年01月,39.00,9787040508079,0,胶版纸,平装-胶订,否,图书>计算机/网络>网络与数据通信>网络配置与管理
程序员学Python 计算机与互联网程语言与程序设计+Python极客项目编程 python核心编程基础教程书籍 python编程语言从入门到精通,裘宗燕,人民邮电出版社,2018年08月,139.90,9787115482624,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Python
【预订】The Python 3 Standard Library by Example 9780134291055,"Hellmann, Doug",Addison-Wesley Professional,2017年06月,570.00,9780134291055,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
The Python Quick Syntax Reference [ISBN: 978-1430264781],Gregory Walters,Apress,2013年12月,223.00,9781430264781,0,,平装,否,图书>英文原版书>计算机Computers&Internet
零压力学Python 基础教程从入门到实践 python3.6入门书+ 全新正版 3D打印趣味入门指南-15个简单项目带你走近3D建模与制作 正版图书核心编程 笨办法学python3 Python游戏,布莱恩·奥弗兰德,人民邮电出版社,2017年09月,130.00,9787115483140,0,胶版纸,平装-胶订,是,图书>计算机/网络>计算机理论
正版现货Python深度学习python人工智能机器学习神经网络编程书,弗朗索瓦·肖莱,人民邮电出版社,2018年06月,119.00,9787111598725,0,胶版纸,平装-胶订,否,图书>自然科学>数学>数学理论
正版现货Python基础教程第3版Python教程书Python编程从入门到,Magnus Lie Hetland,机械工业出版社,2014年06月,99.00,9787111521181,0,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
图灵 Python机器学习基础教程 python基础教程python数据处理  python数据处理python编程 python程序设计编程书籍,Sebastian Raschka,东南大学出版社,2017年04月,98.00,9787564170776,0,纯质纸,平装-胶订,否,图书>计算机/网络>操作系统/系统开发>系统开发
图灵 Python机器学习基础教程 python基础教程python数据处理  python数据处理python编程 python程序设计编程书籍,Sebastian Raschka,东南大学出版社,2017年04月,220.80,9787564170776,0,纯质纸,平装-胶订,否,图书>童书>动漫/卡通>漫画
现货【套装2本】 Python编程从入门到实践+ Python编程从零基础到项目实战 python基础教程 Python核心编程 Python程序设计,无,航空工业出版社,2019年03月,140.00,9787516515556,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
正版 Python编程之美佳实践指南 Python核心编程开发程序设计 Python语言编程书籍 Python编程从入门到精通实践,"（美）Kenneth,Reitz（肯尼思·赖茨），Tanya,Schlu...",电子工业出版社,2018年08月,80.00,9787121347573,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
零起点Python足彩大数据与机器学习实盘分析  何海群著 Python编程语言教程书籍 Pandas数据分析模块 机器学习人工智能书,何海群,电子工业出版社,2017年05月,96.00,9787121310744,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
2册  Python基础教程第3版+Python核心编程第3版 Python编程从入门到实践零基础入门学习Python教程 计算机教材书数据处理编程语言,编者,清华大学,2019年04月,187.00,9787302330578,0,纯质纸,平装-胶订,否,图书>计算机/网络>程序设计>CC++C#VCVC++
跟老齐学Python Django实战 第2版 基于Django新版本 Django 2框架开发教程 Django网站开发前端技术 Python语言基础书籍,齐伟,电子工业出版社,2019年02月,69.00,9787121355035,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
跟老齐学Python 数据分析 齐伟 python基础教程 Scrapy数据分析处理手册 python机器学习入门教程书籍 网络爬虫开发实战图书籍,齐伟,电子工业出版社,2019年03月,74.00,9787121340031,0,纯质纸,平装-胶订,是,图书>计算机/网络>计算机教材
零起点Python大数据与量化交易+Python机器学习与量化投资+量化投资 以Python为工具+零起点Python机器学习快速入门 全4册,吕林涛,西安交通大学出版社,2010年08月,312.00,9787560536026,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
3册 Python基础教程第3版+数据结构+Python算法教程 Python编程从入门到实践 程序设计 python程序语言设计数据分析学习实战图书籍,元,机械工业出版社,2018年10月,236.00,9787111608691,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
3册 用Python写网络爬虫第2版+精通Python爬虫框架Scrapy+Python3网络爬虫开发实战 Python编程序设计基础教程 网络数据爬取分析,马靖善 秦玉平 主 编 冯佳昕 刘福德 副主编 王秀坤 主 审,清华大学出版社,2019年03月,206.00,9787302488668,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
虫术-Python绝技 Python编程技巧 python绝技核心编程基础教程网络爬虫入门书籍python视频编程程序设计教材,梁睿坤,电子工业出版社,2018年07月,88.00,9787121344565,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
正版 Python 3.7从零开始学 笨方法学python编程快速上手从入门到精通 语言程序设计基础教程书籍 零基础学python从入门到实战,无,清华大学出版社,2019年03月,65.00,9787302510840,0,纯质纸,平装-胶订,否,图书>计算机/网络>计算机教材
【预订】The Python Workbook 9783319142395,"Stephenson, Ben",暂无出版社信息,2015年02月,511.00,9783319142395,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Pro Python 9781484203354,Alchin,Apress,2015年01月,517.00,9781484203354,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Pro Python System Administration 9781484202180,Sileika,Apress,2014年11月,619.00,9781484202180,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
2本套 Python编程入门到实践 流畅python 核心编程的基础教程书籍 python3.5计算机程序设计教材 网络爬虫视频教程从入门到精通,无,人民邮电,2018年10月,228.00,9787115454157,0,纯质纸,平装-胶订,否,图书>计算机/网络>行业软件及应用
3本套 python基础教程 Python3.5编程从入门到实践 Python神经网络编程 网络爬虫开发实战计算机程序设计核心技术网络爬虫教程书籍,无,人民邮电出版社,2018年10月,256.00,9787115480347,0,纯质纸,平装-胶订,是,图书>计算机/网络>行业软件及应用
正版 Python网络编程 第3版 Python3爬虫数据分析编程理解技术 Python构建网络应用程序技术书 python程序设计教材 Python图书,BrandonRhodes，JohnGoerzen,人民邮电出版社,2018年10月,79.00,9787115433503,0,纯质纸,平装-胶订,否,图书>计算机/网络>行业软件及应用
2本套 Python神经网络编程 + Python编程 从入门到实践 Python3.5 人工智能 深度学习 机器学习教程书籍 deep learning AI圣经,无,人民邮电出版社,2018年10月,158.00,9787115474810,1,纯质纸,平装-胶订,是,图书>计算机/网络>行业软件及应用
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语言开发指南基础书籍 程序设计/软件开发教材教程,无,人民邮电出版社,2018年10月,188.00,9787115414779,0,纯质纸,平装-胶订,是,图书>计算机/网络>行业软件及应用
2本套 Python编程入门到实践 核心编程 第3版 核心编程基础教程书籍 python3.5计算机程序设计教材 网络爬虫视频教程从入门到精通,无,人民邮电,2018年10月,186.00,9787115350541,0,纯质纸,平装-胶订,否,图书>计算机/网络>行业软件及应用
2本套 Python编程快速上手+核心编程(第3版) python3.0绝技核心编程基础教程网络爬虫入门书籍python视频编程从入门到精通程序,无,机械工业出版社,2015年02月,256.00,9787111487746,0,纯质纸,平装-胶订,否,图书>计算机/网络>行业软件及应用
The Python Standard Library by Example (Developer's Library) [ISBN: 978-0321767349],Doug Hellmann,Addison-Wesley Professional,2011年06月,578.00,9780321767349,0,,平装,否,图书>英文原版书>计算机Computers&Internet
3本 Python基础教程+高级教程+核心编程 写网络爬虫 从入门到实践精通 机器学习人工智能深度学习开发 编程语言 程序设计教材书籍,刘浪,人民邮电出版社,2016年05月,245.70,9787115398680,0,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
全6册 Python大战机器学习+机器学习Python实践+Python与机器学习实战+机器学习算法+零起点Python机器学习快速入门教程书籍,无,无,2017年08月,310.00,9787121313196,0,纯质纸,平装-胶订,是,图书>文学>纪实文学
正版 Python数据可视化/Python基础/Python教程/Python爬虫/Python核心编程/Python数据分析,（印度）科斯·拉曼（Kirthi Raman）,机械工业出版社,2017年03月,62.00,9787111560906,0,纯质纸,平装-胶订,否,图书>社会科学>社会科学总论
正版 Python 深度学习实战 75个有关神经网络建模 强化学习与迁移学习的解决方案 程序设计 应用层合并技术 机械工业出版社,英德拉.丹.巴克,机械工业出版社,2018年05月,76.00,9787111598725,0,纯质纸,平装-胶订,否,图书>社会科学>社会科学总论
【预订】The Python Library Reference: Release 3.6.4 9781680921595,"Van Rossum, Guido(作者)",12th Media Services,---,478.00,9781680921595,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】The Python Library Reference: Release 3.6.4 9781680921588,"Van Rossum, Guido(作者)",12th Media Services,---,533.00,9781680921588,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】The Python Quick Syntax Reference,"Walters, Gregory",Springer,1988年08月,276.00,9781430264781,0,轻型纸,,否,图书>英文原版书>计算机Computers&Internet
教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python编程入门教程 Python语言基础入门书籍少儿 趣味编程,无,人民邮电出版社,2018年04月,179.80,9787115371577,0,纯质纸,平装-胶订,否,图书>计算机/网络>行业软件及应用
高教2019年版计算机等级考试二级Python语言程序设计冲刺试卷第2版+公共基础知识  2本,教育部考试中心,高等教育出版社,2018年11月,48.60,9787040508079,24,胶版纸,平装-胶订,是,图书>考试>计算机考试>计算机等级考试
机器学习Web应用,[意] Andrea Isoni 爱索尼克,人民邮电出版社,2017年08月,40.40,9787115458520,253,胶版纸,平装-胶订,否,图书>计算机/网络>人工智能>机器学习
Python 3 Web Development Beginner's Guide [ISBN: 978-1849513746],Michel Anders,Packt Publishing,2011年05月,434.00,9781849513746,0,,平装,否,图书>英文原版书>计算机Computers&Internet
Python Interview Questions You'll Most Likely Be Asked [ISBN: 978-1463590222],Vibrant Publishers,CreateSpace Independent Publishing Plat,2011年06月,193.00,9781463590222,0,,平装,否,图书>英文原版书>计算机Computers&Internet
【预订】Python Programming for Raspberry Pi - Sams Teach Yourself in 24 Hours,"Blum, Richard",Que Pub.,1988年08月,266.00,9780789752055,0,轻型纸,,否,图书>英文原版书>小说Fiction
"【预订】Python in 24 Hours, Sams Teach Yourself","Cunningham, Katie",Sams,1988年08月,253.00,9780672336874,0,轻型纸,,否,图书>英文原版书>计算机Computers&Internet
【预订】Python for Everyone,"Horstmann, Cay S.",Wiley,2015年11月,696.00,9781119056553,0,轻型纸,平装,否,图书>英文原版书>小说Fiction
【中商海外直订】Python Programming: A Step-By-Step Guide for Absolute Beginners,Brian Jenkins,Independently Published,2018年12月,171.00,9781792659416,0,轻型纸,平装-胶订,否,图书>英文原版书>计算机Computers&Internet
Python desde Cero: Una forma fácil y divertida de programar (Spanish Edition) [ISBN: 978-3659023309],Alfredo Ocadiz Mendoza,Editorial Académica Espa?ola,2013年07月,945.00,9783659023309,0,,平装,否,图书>英文原版书>计算机Computers&Internet
Python for Signal Processing: Featuring IPython Notebooks [ISBN: 978-3319013411],José Unpingco,Springer,2013年10月,1147,9783319013411,0,,精装,否,图书>英文原版书>计算机Computers&Internet图书>英文原版书>科学与技术Science&Techology
【预订】Python: Visual QuickStart Guide,"Donaldson, Toby",Peachpit Press,1988年08月,252.00,9780321929556,0,轻型纸,,否,图书>英文原版书>计算机Computers&Internet
"【预订】Python in Practice: Create Better Programs Using Concurrency, Libraries, and Patterns","Summerfield, Mark",Addison-Wesley Professional,1988年08月,440.00,9780321905635,0,轻型纸,,否,图书>英文原版书>计算机Computers&Internet
Python编程入门 全3册 Python编程从入门到实践 零基础学习Python Python基础教程程序设计教材计算机程序设计 Python语言入门,中国电力出版社,(美)鲁兹等,2018年05月,218.00,7508305809,0,胶版纸,平装-胶订,是,图书>计算机/网络>数据库>数据库理论
"Python编程与人工智能启蒙 李直旭,刘安 9787567226289","李直旭,刘安",苏州大学出版社,2019年01月,25.00,9787567226289,0,胶版纸,平装-胶订,否,图书>中小学教辅>小学一年级>语文
【预订】Python Forensics: A Workbench for Inventing and Sharing Digital Forensic Technology,"Hosmer, Chet",Syngress Publishing,1988年08月,857.00,9780124186767,0,轻型纸,,否,图书>英文原版书>计算机Computers&Internet
【中商海外直订】Python 3 Guide: A Beginner Crash Course Guide to Learn Python 3 in 1 Week,"Needham, Timothy C.",Independently Published,2018年08月,244.00,9781718117013,0,轻型纸,平装-胶订,否,图书>英文原版书>计算机Computers&Internet
"【中商海外直订】Python3 101 McQ - Multiple Choice Questions Answers for Jobs, Tests and Quizzes: Python3 ...","Lewis, S. C.",Createspace Independent Publishing Platform,2016年02月,122.00,9781523829224,0,轻型纸,平装-胶订,否,图书>英文原版书>计算机Computers&Internet
【预订】Python All-In-One For Dummies 9781119557593,John Shovic,For Dummies,2019年04月,265.00,9781119557593,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
"【预订】Python For Data Science For Dummies, 2E 9781119547624",John Paul Mueller,暂无出版社信息,2019年03月,228.00,9781119547624,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning 9781119545637,Wei-Meng Lee,暂无出版社信息,2019年04月,245.00,9781119545637,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【套装6本】Python机器学习入门 Python神经网络编程方法 scikit-learn机器学习实战 TensorFlow深度学习框架 ai算法人工智能书籍,翁祖平//郭之怀//赵俊环,中国大百科全书出版社,2012年05月,560.00,9787500087649,0,纯质纸,平装-胶订,否,图书>文学>纪实文学
【预订】Python for the Busy Java Developer 9781484232330,Sarda,暂无出版社信息,2017年11月,265.00,9781484232330,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Artificial Intelligence Projects for Beginners 9781789539462,Joshua Eckroth,暂无出版社信息,2018年07月,300.00,9781789539462,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning: Introduction to Machine Learning w... 9781986657501,暂无作者信息,Createspace Independent Publishing Platform,2018年03月,131.00,9781986657501,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python 2 and 3 Compatibility 9781484229545,Nanjekye,暂无出版社信息,2017年12月,271.00,9781484229545,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Web Scraping Cookbook 9781787285217,Michael Heydt,暂无出版社信息,2018年02月,487.00,9781787285217,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning: Beginner’s Guide to Get You Starte... 9781719574440,"Harvey, Scott(作者)",Createspace Independent Publishing Platform,---,133.00,9781719574440,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python for Graph and Network Analysis (Softcover Reprint of... 9783319850375,暂无作者信息,Springer,2018年07月,1562,9783319850375,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python for Beginners: 2 Manu*s - How You Can Make Mone... 9781983619007,"Oliver, James(作者)",Createspace Independent Publishing Platform,---,147.00,9781983619007,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python & Hacking Bundle: 3 Books in 1: The Blueprint: Every... 9781775235774,"Architects, Cyberpunk(作者)",Cyberpunk Architects,---,169.00,9781775235774,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning Case Studies 9781484228227,Haroon,暂无出版社信息,2017年10月,479.00,9781484228227,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming & Machine Learning with Python: Best Sta... 9781724534668,暂无作者信息,Createspace Independent Publishing Platform,2018年08月,274.00,9781724534668,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming for Intermediates: Learn the Basics of P... 9781980814856,暂无作者信息,Independently Published,2018年04月,137.00,9781980814856,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: - The Bible- 3 Manu*s in 1 Book: -Python Progr... 9781980953906,暂无作者信息,Independently Published,2018年04月,281.00,9781980953906,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: Programming for Advanced: Learn the Basics of Pytho... 9781980921141,暂无作者信息,Independently Published,2018年04月,186.00,9781980921141,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: The Advanced Guide 9781720455981,"Evans, Martin(作者)",Createspace Independent Publishing Platform,---,120.00,9781720455981,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: Advanced Predictive Analytics 9781788992367,"Ashish Kumar, Joseph Babcock",暂无出版社信息,2017年12月,1197,9781788992367,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning: Machine Learning Algorithms for Be... 9781723511363,暂无作者信息,Createspace Independent Publishing Platform,2018年07月,208.00,9781723511363,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: Tips & Tricks 9781720455608,"Evans, Martin(作者)",Createspace Independent Publishing Platform,---,120.00,9781720455608,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: Learn Python in 2 Hours 9781983612541,"Alvin, Cooper(作者)",Createspace Independent Publishing Platform,---,172.00,9781983612541,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming Illustrated for Beginners & Intermediate... 9781720859536,"Sullivan, William(作者)",Createspace Independent Publishing Platform,---,152.00,9781720859536,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming: 4 Manu*s - Artificial Intelligence... 9781978317116,"Williams, Anthony(作者)",Createspace Independent Publishing Platform,---,318.00,9781978317116,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming: An Easy Guide to Learn Python Programmi... 9781986831321,暂无作者信息,Createspace Independent Publishing Platform,2018年03月,123.00,9781986831321,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming: A Complete Step by Step Guide for Begin... 9781725822320,暂无作者信息,Createspace Independent Publishing Platform,2018年08月,95.00,9781725822320,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning Illustrated Guide for Beginners & I... 9781724530684,暂无作者信息,Createspace Independent Publishing Platform,2018年07月,136.00,9781724530684,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【TH】Python语言程序设计 (美)梁勇 机械工业出版社 9787111412342,(美)梁勇,机械工业出版社,2013年02月,79.00,9787111412342,1,胶版纸,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
【中商海外直订】Python - A Nuts and Bolts Guide for Teens: A Guided Tour of Programming Basics Through to...,"Bryant, Russell I. F.",Independently Published,2018年05月,74.00,9781792811777,0,轻型纸,平装-胶订,否,图书>其他语种原版书
【预订】Python Programming Blueprints 9781786468161,"Daniel Furtado, Marcus Pennington",暂无出版社信息,2018年02月,667.00,9781786468161,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python GUI Programming with Tkinter 9781788835886,Alan D. Moore,暂无出版社信息,2018年05月,551.00,9781788835886,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python: For Beginners: A Smarter and Faster Way to Learn Py... 9781718863149,"Academy, Elite Tech(作者)",Createspace Independent Publishing Platform,---,121.00,9781718863149,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Machine Learning: A Technical Approach to Python Mac... 9781986340878,暂无作者信息,Createspace Independent Publishing Platform,2018年03月,185.00,9781986340878,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
【预订】Python Programming for Beginners: Learn Python in One Day (... 9781979844574,"Academy, Elite Tech(作者)",Createspace Independent Publishing Platform,---,129.00,9781979844574,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
Python数据分析与挖掘实战 Python核心编程 Python语言开发入门教程 Python编程指南 Python 计算机网络/数据挖掘,张良均　王路 谭立云　苏剑林等,机械工业出版社,2019年02月,63.00,9787111521235,0,纯质纸,平装-胶订,否,图书>社会科学>社会科学总论
【预订】Python for Beginners: Step-By-Step Guide to Learning Python... 9781717410580,暂无作者信息,Createspace Independent Publishing Platform,2018年04月,149.00,9781717410580,0,轻型纸,平装-胶订,否,图书>英文原版书>小说Fiction
