bookName,author,publish,publishTime,price,ISBN,comments,paperType,package,isSuit,category
算法与数据结构（Java语言描述）（21世纪高等学校规划教材·计算机科学与技术）,陈媛//涂飞//卢玲//何波,清华大学出版社,2012年05月,26.00,9787302268420,316,胶版纸,简装,否,图书>教材>研究生/本科/专科教材>工学
神经网络算法与实现 基于Java语言,[巴西]Fábio M. Soares 法比奥 Alan M.F. Souza,人民邮电出版社,2017年08月,40.20,9787115460936,703,胶版纸,平装-胶订,否,图书>计算机/网络>人工智能>深度学习与神经网络
云原生Java：Spring Boot、Spring Cloud与Cloud Foundry弹性系统设计 9787121342516 电子,暂无,电子工业出版社,2018年07月,90.00,9787121342516,12,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
移动操作系统原理与实践——基于Java语言的Android应用开发,关东升,清华大学出版社,2018年07月,62.40,9787302505198,32,胶版纸,平装-胶订,否,图书>计算机/网络>移动开发>Android/Kotlin
学通Java的24堂课（配光盘）（软件开发羊皮卷）,李钟尉，李伟　等编著,清华大学出版社,2011年06月,55.00,9787302255413,177,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
计算机程序设计员（Java）高级 下册——“1+X”职业技术 职业资格培训教材,上海市职业技能鉴定中心组织　编写,中国劳动社会保障出版社,2013年02月,34.00,9787516701652,12,胶版纸,平装,否,图书>教材>职业技术培训教材>计算机培训图书>计算机/网络>程序设计>Java图书>计算机/网络>计算机教材
Spring Boot实战,[美]克雷格·沃斯（Craig Walls）,人民邮电出版社,2016年09月,46.60,9787115433145,3250,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
【按需印刷】-精通Eclipse Web开发——Java体系结构、工具及框架整合应用,杨磊，陈凌云  编著,人民邮电出版社,---,92.80,7115150346,11,,平装-胶订,否,图书>教材>研究生/本科/专科教材>工学
新版 Java编程思想Java四大名著 java编程思想从入门到精通java核心技术effective java编程技术案头参考书经典畅销图书,出版社,机械工业出版社,2019年04月,458.00,9787497490729,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
软件项目管理师成长之路——软件工程导论实践指南Java EE版（重点大学软件工程规划系列教材）,"王顺,汪红兵,盛安平,吴治",清华大学出版社,2012年10月,37.00,9787302300656,18,胶版纸,平装,否,图书>教材>研究生/本科/专科教材>工学图书>计算机/网络>程序设计>Java图书>计算机/网络>计算机教材
软件测试人员（Java）（三级）—指导手册,上海市职业培训研究发展中心  组织编写,中国劳动社会保障出版社,2010年03月,6.90,9787504582584,46,胶版纸,平装,否,图书>考试>职业技能鉴定
Java程序设计,余平，王金凤 主编,北京邮电大学出版社有限公司,2018年03月,27.00,9787563553778,1,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java EE 6开发手册·高级篇（第4版）,(美)珍兆科,电子工业出版社,2014年05月,61.40,9787121229114,33,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web程序设计精讲与实践??基于电子商务平台开发,---,北京邮电大学出版社有限公司,---,29.20,9787563556670,0,,,,图书>计算机/网络>程序设计>Java
Java Web项目开发教程,周国烛//杨洪雪,机械工业出版社,2012年12月,18.20,9787111383789,30,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web编程详解,杨卫兵　等编著,东南大学出版社,2014年03月,53.30,9787564147976,12,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web动态网站技术（以网上书店网站为载体，通过项目化课程方式进行编排，充分展示了JSP开发网站的优越性）,温颖　主编,浙江大学出版社,2012年07月,17.80,9787308102148,53,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java编程新手自学手册,谭贞军 等,机械工业出版社,2012年08月,59.20,9787111379379,56,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计项目教程,《全国高等职业教育计算机系列规划教材》编委会　编著,电子工业出版社,2012年12月,25.10,9787121190643,3,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计,焦卫峰，赵家玲  主编,武汉大学出版社,2008年07月,18.10,9787307062238,1,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java EE技术与应用,张军朝 主编,电子工业出版社,2016年02月,39.60,9787121277177,13,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计与实践教程,张诚洁，梁海丽　编著,科学出版社,2012年01月,18.20,9787030329059,3,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计（第2版）,林邓伟，孟军霞　主编,北京理工大学出版社,2012年11月,35.80,9787564070069,3,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java语言程序设计,姜仲，李绪成　主编,东软电子出版社,2009年08月,26.90,9787900680969,3,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java和JSP快速入门,李兵，杜学功，杨海军，叶燕文,科学出版社有限责任公司,2017年01月,26.20,9787030460066,8,,平装,否,图书>计算机/网络>程序设计>Java
Java EE企业级应用技术,姜志强,电子工业出版社,2019年01月,26.40,9787121344442,0,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java EE实例开发项目教程（Struts2+Spring+Hibernate）,李明欣 主编,电子工业出版社,2016年02月,29.10,9787121278921,9,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java自然语言处理（影印版）,（英）里斯　著,东南大学出版社,2016年01月,38.60,9787564160883,48,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 程序设计,黄日胜，李和香　主编,北京理工大学出版社,2012年07月,31.10,9787564059385,18,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计基础与项目实训,文东，刘荷花　主编,科学出版社,2010年05月,23.10,9787030259196,6,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java语言与移动互联网技术,陈秀兰　著,国家开放大学出版社,2013年08月,37.10,9787304062972,12,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计实例与操作,丁永卫，谢志伟，高振栋　主编,中航书苑文化传媒（北京）有限公司,2011年06月,33.10,9787802437395,21,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计基础与实训教程,向劲松，韩最蛟　主编,西南财经大学出版社,2013年06月,31.00,9787550411067,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java & JSP应用程序实例开发,潘国荣　主编,电子工业出版社,2014年10月,30.50,9787121241116,6,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java EE企业级编程开发实例详解,"袁梅宇, 王海瑞著",清华大学出版社,2013年03月,37.50,9787302314912,31,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计,赵卓君　主编,北京交通大学出版社,2015年08月,30.20,9787512122994,49,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java编程 从基础到应用（配光盘）（从基础到应用）,孙宇霞　等编著,清华大学出版社,2014年03月,40.70,9787302311058,44,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 语言实用案例教程,常玉慧，王秀梅,科学出版社,2017年12月,32.10,9787030497383,4,,平装,,图书>计算机/网络>程序设计>Java
Java程序员之旅--Java Web开发技术详解(附光盘),张昆,化学工业出版社,2010年07月,33.80,9787122086389,24,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计项目化教程,徐义晗，史梦安，史志英　主编,北京大学出版社,2011年08月,26.60,9787301193488,4,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java基础与实例精解,宾春清  主编,北京航空航天大学出版社,2009年07月,58.60,9787811245592,18,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 应用开发(张卫),张卫　等编著,华中科技大学出版社,2011年12月,20.50,9787560966243,8,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计基础,苏传芳　主编,北京大学出版社,2008年09月,22.10,9787301141830,1,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计与应用开发,"黄俊, 孙燮华编著",机械工业出版社,2014年01月,33.40,9787111448242,6,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 7程序设计（华章专业开发者丛书）,(加)  Budi Kurniawan著,机械工业出版社,2012年08月,54.50,9787111390305,67,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA编程技术基础,林桂花  主编,经济管理出版社,2006年02月,23.60,9787802075023,11,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java语言程序设计：面向对象的设计思想与实践,吴倩，林原，李霞丽　编著,机械工业出版社,2012年09月,22.50,9787111394693,45,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java语言程序设计,唐友，张珑　主编,哈尔滨工业大学出版社,2013年01月,30.20,9787560335216,5,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA 程序设计与实训指导——程序设计方法基础  第二版,孔敏　等主编,南京大学出版社,2008年05月,25.50,9787305048531,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 面向对象程序设计题解与上机指导,王宏宇，贾仰理　主编,中国人民大学出版社,2009年03月,15.10,9787300103457,7,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计基础教程,高洪志，邓琨　主编,哈尔滨工业大学出版社,2008年02月,19.30,9787560322551,1,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java5程序员开发手册,张义　编著,科学出版社,2007年06月,47.60,9787030185600,7,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计——原理与范例,胡平　主编,电子工业出版社,2013年08月,33.30,9787121203176,10,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java大学实用教程学习指导（第3版）,张跃平，耿祥义，雷金娥　编著,电子工业出版社,2012年08月,18.80,9787121173141,83,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java EE项目开发教程（第2版）,郑阿奇,电子工业出版社,2013年05月,25.10,9787121201455,98,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
VIP——Java求职宝典(含CD光盘1张),李伟　等编著,电子工业出版社,2012年01月,31.20,9787121147852,13,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计实例教程,刘丽华，付晓东　主编,国防工业出版社,2010年11月,24.80,9787118070903,5,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java EE项目应用开发：基于Struts 2，Spring，Hibernate,刘勇军，王电钢　主编,电子工业出版社,2012年05月,26.50,9787121161940,53,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web应用软件开发,张红实，何桂兰  主编,电子工业出版社,2010年08月,18.30,9787121113857,12,胶版纸,平装,否,图书>计算机/网络>程序设计>Java图书>计算机/网络>软件工程/开发项目管理
Java程序设计实践教程,张永常　著,电子工业出版社,2013年08月,26.90,9787121204784,10,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计教程,刘甫迎　主编,电子工业出版社,2010年12月,26.20,9787121120879,4,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java CAPS基础、应用与案例 1碟,（美）柴普斯克　等著，吴众欣，刘洋　等,机械工业出版社,2009年05月,40.70,9787111263593,2,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计详解,张伟 著作,东南大学出版社,2014年03月,53.80,9787564147952,10,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计教程,郭广军，刘安丰，阳西述  主编,武汉大学出版社,2008年07月,31.90,9787307062313,4,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java ME移动开发教程(项目式),谢景明,人民邮电出版社,2012年07月,18.80,9787115277138,11,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序设计案例教程,刘志都，赵建超　主编；贾松浩　副主编,武汉大学出版社,2009年02月,20.20,9787307068537,2,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Studio Creator用户指南（原书第2版）,（美）安德森（Anderson，G.），（美）安德森（Ander-son，P.） 著，王海鹏，蔡黄辉  译,机械工业出版社,2007年09月,35.80,9787111219187,1,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 7程序设计入门与提高（配光盘）（软件入门与提高丛书）,郝春雨，郑志荣　编著,清华大学出版社,2015年01月,46.60,9787302382898,14,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java编程及其应用,（美）王子中　著,电子工业出版社,2014年11月,33.10,9787121245114,10,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA程序设计实用教程,秦凤梅，林旭东  主编,西南师范大学出版社,2006年08月,19.30,9787562136316,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA EE高级工程师II培训EJB+WEB service+JMS整合开发,---,---,---,106.60,9787900203670,0,,,否,图书>计算机/网络>程序设计>Java
Java从入门到精通（配光盘）（软件开发视频大讲堂）,---,清华大学出版社,---,47.20,9787302178842,0,,,否,图书>计算机/网络>程序设计>Java
Java核心技术 卷I：基础知识（第9版 英文版）,[美]凯 S.霍斯特曼（Cay S. Horstmann），加里·康奈尔（Gary Cornell）　著,人民邮电出版社,2015年04月,75.20,9787115380371,70,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java设计模式（第2版）（精装英文版）,（美）梅茨克尔（Metsker，S.J.），（美）韦克（Wake，W.C.） 著,人民邮电出版社,2007年06月,59.20,9787115155696,11,胶版纸,精装,否,图书>计算机/网络>程序设计>Java
Java JDK实例宝典（附光盘）,夏先波  编著,电子工业出版社,2007年01月,54.50,9787121036514,35,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java与CORBA客户/服务器编程（第二版）(附光盘),[美] Robert Orfali   Dan Harkey  著,电子工业出版社,2004年01月,47.20,9787505395732,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java核心技术：卷Ⅰ：基础知识：第8版（评注版）,[美]霍斯特曼，[美]科内尔,电子工业出版社,---,59.40,9787121133626,96,胶版纸,,否,图书>计算机/网络>程序设计>Java
Java与面向对象程序设计,雷擎，伊凡　主编,北京对外经济贸易大学出版社有限责任公司,2011年02月,20.00,9787811349498,23,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Swing（第二版）,"（美）罗依（Loy,M.）  等著，R&W  组译",清华大学出版社,2004年10月,101.10,9787302092674,21,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web程序开发进阶,传智播客高教产品研发部　编著,清华大学出版社,2015年08月,31.20,9787302407263,90,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序开发基础教程与实验指导（配光盘）（清华电脑学堂）,王占中　等编著,清华大学出版社,2012年03月,35.60,9787302268956,41,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java入门1·2·3——一个老鸟的Java学习心得（配光盘）,臧萌 编著,清华大学出版社,2010年04月,47.60,9787302217831,377,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java编程那些事儿,陈跃峰，李中彬，谷骁勇　编著,清华大学出版社,2010年01月,26.90,9787302214052,44,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java手机动漫游戏设计教程 (动漫游戏设计丛书),房晓溪  编著,水利水电出版社,2008年10月,26.20,9787508458434,16,胶版纸,平装,否,图书>计算机/网络>程序设计>Java图书>计算机/网络>图形图像多媒体>游戏开发/多媒体/课件设计
Java脚本编程：语言框架与模式,（美）波斯安耐克　著，翟育明　等译,机械工业出版社,2008年05月,35.50,9787111238492,42,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java SE 6.0 编程指南（附光盘）,吴亚峰，纪超  编著,人民邮电出版社,2007年11月,77.40,9787115167408,34,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java高级编程：JDK5,（美）理查德森  等著，沈文炎  等译,机械工业出版社,2006年06月,53.70,9787111188896,11,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA实例技术手册（第三版）——O’Reilly Jave系列,（美）弗拉纳根 著，林剑，王宇飞 译,中国电力出版社,2005年06月,63.00,9787508332703,4,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java从入门到精通（第2版）（配光盘）（软件开发视频大讲堂）,"李钟尉,周小彤,陈丹丹　等",清华大学出版社,2010年07月,41.20,9787302227465,407,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA邮件开发详解,张孝祥，方立勋  编著,电子工业出版社,2007年05月,30.80,9787121042300,11,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java手机/PDA程序设计入门（赠光盘一张）,王森 编著,电子工业出版社,2004年03月,38.70,9787505396067,11,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web应用详解,张丽　主编,北京邮电大学出版社有限公司,2015年01月,31.70,9787563532957,5,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java ７从入门到精通（配光盘）,张峰,清华大学出版社,2014年01月,70.30,9787302343028,48,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java性能权威指南（影印版）,（美）奥克斯　著,东南大学出版社,2015年02月,49.60,9787564153830,13,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java开发实战（配光盘）（软件开发实战）,软件开发技术联盟,清华大学出版社,2013年09月,62.00,9787302318941,157,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java Web典型模块与项目实战大全（配光盘）（程序员典藏）,常建功　等编著,清华大学出版社,2011年01月,68.60,9787302225898,709,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java典型应用彻查1000例-数据库应用基础（DVD),贾蓉生，胡大源，林金池　编著,科学出版社,2009年07月,33.10,9787030244895,4,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java高手真经（应用框架卷）：Java Web 核心框架（赠手册一本、含光盘）,刘中兵Java研究室　编著,电子工业出版社,2009年03月,71.00,9787121080531,24,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 软件开发 Developing Java Software,Russel Winder　著,中国人民大学出版社,2006年12月,464.50,9780470090251,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java编程及应用,杨武，刘贞　编,高等教育出版社,2006年05月,14.60,9787040139037,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA办公自动化项目方案精解（附光盘）,邢素萍  编著,航空工业出版社,2006年09月,36.30,9787801838223,7,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java编程典型实例解析,《电脑编程技巧与维护》杂志社  编著,水利水电出版社,2006年10月,25.20,9787508441030,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java2全方位学习（J2SE5.0增修版）（附CD-ROM光盘一张）,朱仲杰  著,机械工业出版社,2006年02月,54.50,9787111182467,18,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web应用开发：J2EE和Tomcat（第2版）（附CD-ROM光盘一张）,蔡剑，景楠  著,清华大学出版社,2005年01月,45.80,9787302102816,22,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java模式应用(影印版)——Java程序员书库,"（美）史迪特（Steltingk,S）  等编著",科学出版社,2004年01月,47.40,9787030127235,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 3D编程实践(网络上的三维动画附光盘)/网络编程实践丛书,刘鹏,---,2002年11月,38.40,9787900643650,0,,,否,图书>计算机/网络>程序设计>Java
Java安全解决方案,袁泉,清华大学出版社,2003年04月,55.20,9787302064374,0,,,否,图书>计算机/网络>程序设计>Java
JAVA的核心技术:面向对象编程,古新生  编著,西安交通大学出版社,2002年08月,10.20,9787560515182,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 2从入门到精通(J2EE 1.4版),美.祖考斯基著邱仲潘等译,电子工业出版社,2002年09月,59.20,9787505379336,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 分布式应用程序设计,苏洋编写,---,2002年06月,25.20,9787900101396,0,,平装,否,图书>计算机/网络>程序设计>Java
Java高效编程指南,美.布洛克 著 闻山 等译,机械工业出版社,2002年01月,17.40,9787111096351,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java图解教程  热点系列桌面时代12 含盘,美.维埃利.瓦哈里 著 瞿炜 贾媛媛 何淑贤   译,---,2001年11月,19.70,9787980008349,0,,平装,否,图书>计算机/网络>程序设计>Java
经典Java EE企业应用实战——基于WebLogic/JBoss的JSF+EJB 3+JPA整合开发(含CD光盘1张) 李刚 9787121115349,李刚,电子工业出版社,2010年08月,43.45,9787121115349,7,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
【TH】疯狂Java讲义精粹(含CD光盘1张) 李刚著 电子工业出版社 9787121155796,李刚著,电子工业出版社,2012年01月,75.10,9787121155796,0,,平装,否,图书>计算机/网络>程序设计>Java
VIP——Java语言精粹,（美）瓦尔多　著，王江平　译,电子工业出版社,2011年06月,23.40,9787121133091,16,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java开源项目：Spring+Hibernate+Struts项目开发详解（配光盘）,覃庆炎  等编著,清华大学出版社,2008年07月,34.30,9787302173212,81,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java语言案例教程（第2版）,杨培添  主编,电子工业出版社,2010年01月,17.20,9787121097997,5,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA核心技术卷II：高级特性（原书第8版）,（美）霍斯特曼　等著，陈昊鹏　等译,机械工业出版社,2008年12月,81.40,9787111256113,3348,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web整合开发完全自学手册（附光盘）,白广元  等编著,机械工业出版社,2009年01月,53.70,9787111242819,10,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA技术手册（第五版）,（美）弗拉纳根  著，O’Reilly Taiwan公司  编译,东南大学出版社,2006年10月,37.90,9787564105600,24,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA服务器高级编程,英.,机械工业出版社,2001年05月,72.70,9787111088578,0,,平装,否,图书>计算机/网络>程序设计>Java
VIP——Java核心技术：卷Ⅰ：基础知识：第8版（评注版）,(美)霍斯特曼　著，公飞　评注,电子工业出版社,2011年06月,59.40,9787121133626,10,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java 7基础教程,[美]布莱恩特,人民邮电出版社,2013年01月,33.80,9787115302717,67,胶版纸,平装,否,图书>计算机/网络>程序设计>Java图书>计算机/网络>计算机教材
Java Web开发详解：XML+DTD+XML Schema+XSLT+Servlet 3 0+JSP 2 2深入剖析与实例应用(含CD光盘1张),孙鑫　编著,电子工业出版社,2012年05月,82.10,9787121167683,218,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java开发入门及项目实战（Java学习路线图）,明日科技　编著,清华大学出版社,2012年01月,39.30,9787302276623,70,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java语言程序设计：基础篇（原书第8版）,（美）梁勇　著，李娜　译,机械工业出版社,2011年06月,59.20,9787111340812,2678,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java程序员生存手册：为自己赢得一份IT名企职位,张京，闫术卓  编著,人民邮电出版社,2010年07月,37.90,9787115227829,36,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web 编程从入门到实践（18小时视频教学DVD）,徐林林  等编著,清华大学出版社,2010年03月,47.20,9787302197478,41,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA WEB 整合开发实例精通（附光盘）,闫术卓，吴峻申　等编著,机械工业出版社,2009年04月,44.20,9787111263289,9,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java Web开发典型模块大全（附光盘）,王国辉，王毅，王殊宇　编著,人民邮电出版社,2009年04月,70.30,9787115195975,45,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java与Android移动应用开发:技术、方法与实践 计算机/网络 程序设计+Java从入门到精通(第4版) java语言程序设计编程思想教程教材 java*web计算机自学书籍,曹化宇,清华大学出版社,2018年08月,137.90,9787302505907,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Java
Java编码指南 编写安全可靠程序的75条建议+Java编码指南 编写安全可靠程序的75条建议（英文版）,弗雷德·朗,人民邮电出版社,2015年12月,114.00,9787115403711,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Java
Java核心技术 卷II *级特性 *10版?英文版 上下册 java 程序设计+Java Web程序设计教程,凯 S.霍斯特曼,人民邮电出版社,2017年06月,165.00,9787115458865,0,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Java
Java架构师指南 Java项目开发教程书 架构师教程 Java编程思想+21天学通Java第7版累计销量过40000册全面涵盖Java和Android应用开发知识,王波,人民邮电出版社,2018年06月,148.00,9787115480668,2,胶版纸,平装-胶订,是,图书>计算机/网络>程序设计>Java
"Java程序设计教程（原书第3版）  Stuart Reges  R24661 (美)Struart Reges,Marty Stepp,陈志 9787111489900","(美)Struart Reges,Marty Stepp,陈志",机械工业出版社,2015年03月,80.10,9787111489900,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java程序员面试笔试宝典 +剑指Offer 全2册 新增大量面试题 程序员面试宝典 offer企业面试题大全 编程面试书籍 Java编程那些事儿,"陈跃峰,李中彬,谷骁勇",清华大学出版社,2018年09月,138.00,9787302214052,3,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
"Java EE 7 & HTML5 应用开发——构建和部署同时支持桌面和移动设备的动态、高性能企业 9787302384472 （美）布洛克,秦婧 清华大学出版社","（美）布洛克,秦婧",清华大学出版社,2015年01月,120.00,9787302384472,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
JavaScript入门经典(第5版)  JavaScript设计模式与开发实践 JavaScript开发移动应用 JAVA程序设计教程,陈圣国,西安电子科技大学出版社,2016年01月,85.00,9787560613109,0,纯质纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java项目开发实战密码 java编程思想 java教程Java项目开发教程 java从入门到精通java程序设计教程 Java项目开发实践,无,中南大学出版社,2015年09月,62.00,9787548713975,0,纯质纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java与XML（第三版）,（美）麦克劳夫林 等,中国电力出版社,2011年03月,44.85,9787512307483,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
Java特种兵(上册)(含CD光盘1张) 谢宇 电子工业出版社 9787121239359,谢宇,电子工业出版社,2014年09月,79.00,7121239353,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java Web 核心技术 9787563543014,毋建军,北京邮电大学出版社有限公司,2015年05月,27.30,9787563543014,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java从入门到精通(附光盘)(第3版)java书籍教程编程实例版视频自学教程,"李钟尉,马文强,陈丹丹",清华大学出版社,2012年09月,55.00,9787302178842,1,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
"Java编码指南 编写安全可靠程序的75条建议(英文版) 9787115404015 [美]弗雷德·朗（Fred Long）,德鲁·莫欣达（Dhruv Mo 人民邮电出版社","[美]弗雷德·朗（Fred Long）,德鲁·莫欣达（Dhruv Mo",人民邮电出版社,2015年10月,143.00,9787115404015,0,胶版纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
Java开发技术实践/卓越工程师计划软件工程专业系列丛书 科学出版社,李圣文//杨之江//龚君芳,科学出版社,2015年01月,27.70,9787030425850,0,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
【R7】Java典型模块与项目实战大全(含DVD光盘1张) 明月科技 电子工业出版社 9787121161124,明月科技,电子工业出版社,2012年04月,75.10,9787121161124,0,胶版纸,平装,否,图书>计算机/网络>程序设计>Java
JAVA程序设计教程 郭广军，刘安丰，阳西述 主编,郭广军，刘安丰，阳西述  主编,武汉大学出版社,2010年04月,29.40,9787307062313,0,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
"Java程序设计题解与上机指导(第3版) 辛运帏,饶一梅 编著","辛运帏,饶一梅 编著",清华大学出版社,2013年06月,32.40,9787302317692,0,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
JAVA语言程序设计 肖敏　主编,肖敏　主编,电子工业出版社,2010年09月,17.50,9787121067891,0,轻型纸,平装-胶订,否,图书>计算机/网络>程序设计>Java
